city_name,latitude,longitude,zip_code
Mata Verde,-15.7679,-40.6988,39915-000
Mesquita,-19.2496,-42.616,35166-000
Matias Cardoso,-14.8456,-43.6979,39478-000
Materlândia,-18.4466,-43.0144,39755-000
Marmelópolis,-22.4597,-45.1697,37516-000
Matozinhos,-19.5207,-44.0503,35720-000
Martinho Campos,-19.4201,-45.1797,35606-000
Mendes Pimentel,-18.6264,-41.3487,35270-000
Matipó,-20.3023,-42.3161,35367-000
Mateus Leme,-20.0163,-44.4342,35670-000
Matias Barbosa,-21.8748,-43.3051,36120-000
Minduri,-21.6684,-44.5947,37447-000
Martins Soares,-20.2599,-41.8398,36972-000
Mato Verde,-15.4288,-42.8746,39527-000
Matutina,-19.1647,-46.0017,38870-000
Mercês,-21.1872,-43.3366,36190-000
Minas Novas,-17.355,-42.4089,39650-000
Medeiros,-20.0114,-46.358,38930-000
Medina,-16.3015,-41.5382,39620-000
Miraí,-21.1458,-42.6008,36790-000
Morro da Garça,-18.6175,-44.6324,35798-000
Monte Belo,-21.32,-46.3352,37115-000
Miravânia,-14.7529,-44.4206,39465-000
Moeda,-20.3327,-44.0166,35470-000
Montalvânia,-14.4109,-44.4421,39495-000
Monte Formoso,-16.876,-41.2713,39893-000
Monte Alegre de Minas,-18.8188,-48.9182,38420-000
Moema,-19.843,-45.4212,35604-000
Mirabela,-16.2791,-44.1671,39420-000
Monsenhor Paulo,-21.7227,-45.4679,37405-000
Monte Sião,-22.414,-46.5438,37580-000
Morada Nova de Minas,-18.5661,-45.4722,35628-000
Monte Carmelo,-18.6396,-47.4979,38500-000
Miradouro,-20.8519,-42.3871,36893-000
Montes Claros,-16.5879,-43.9,39400-000
Monte Azul,-15.2127,-43.0233,39500-000
Montezuma,-15.1925,-42.4813,39547-000
Monte Santo de Minas,-21.2043,-46.954,37958-000
Monjolos,-18.3756,-44.026,39215-000
Morro do Pilar,-19.2337,-43.4014,35875-000
Munhoz,-22.629,-46.3089,37620-000
Muriaé,-21.0783,-42.4446,36880-000
Nacip Raydan,-18.4745,-42.1751,39718-000
Nanuque,-17.7836,-40.5276,39860-000
Nova Ponte,-19.2865,-47.7137,38160-000
Nova Porteirinha,-15.7158,-43.2816,39525-000
Muzambinho,-21.3524,-46.5184,37890-000
Nepomuceno,-21.2403,-45.2402,37250-000
Naque,-19.1832,-42.3384,35157-000
Ninheira,-15.4223,-41.6578,39553-000
Nazareno,-21.2079,-44.6085,36370-000
Mutum,-19.9268,-41.4484,36955-000
Natércia,-22.1323,-45.4969,37524-000
Nova Resende,-21.099,-46.4168,37860-000
Nova Lima,-20.0696,-43.8909,34000-000
Nova Belém,-18.4998,-41.1188,35298-000
Nova Era,-19.7097,-43.014,35920-000
Natalândia,-16.5631,-46.5139,38658-000
Nova Módica,-18.4501,-41.513,35113-000
Novo Cruzeiro,-17.3923,-41.9698,39820-000
Novo Oriente de Minas,-17.2517,-41.2293,39817-000
Oliveira,-20.7382,-44.7161,35540-000
Nova Serrana,-19.8453,-44.9767,35519-000
Olaria,-21.9064,-43.9685,36145-000
Novorizonte,-16.0173,-42.3889,39568-000
Oliveira Fortes,-21.3387,-43.5199,36250-000
Olímpio Noronha,-22.0855,-45.2873,37488-000
Padre Paraíso,-17.061,-41.5383,39818-000
Olhos-d'Água,-17.4889,-43.5435,39398-000
Ouro Fino,-22.2569,-46.3738,37570-000
Ouro Branco,-20.5299,-43.6942,36420-000
Onça de Pitangui,-19.7104,-44.7465,35655-000
Ouro Preto,-20.393,-43.6419,35400-000
Pains,-20.3737,-45.7314,35582-000
Orizânia,-20.5055,-42.2116,36828-000
Oratórios,-20.4373,-42.7974,35439-000
Paineiras,-18.9182,-45.5374,35622-000
Ouro Verde de Minas,-18.0343,-41.2947,39855-000
Padre Carvalho,-16.2632,-42.6025,39573-000
Pai Pedro,-15.3273,-43.195,39517-000
Paiva,-21.2881,-43.4171,36195-000
Patos de Minas,-18.6105,-46.5032,38700-000
Patrocínio do Muriaé,-21.1671,-42.2557,36860-000
Passa Tempo,-20.6435,-44.4986,35537-000
Pará de Minas,-19.8212,-44.6129,35660-000
Paraisópolis,-22.5767,-45.8458,37660-000
Palmópolis,-16.7784,-40.3747,39945-000
Palma,-21.4311,-42.3207,36750-000
Passos,-20.7642,-46.6217,37900-000
Papagaios,-19.3969,-44.695,35669-000
Paraopeba,-19.3019,-44.4532,35774-000
Paracatu,-17.1328,-46.8826,38600-000
Passabém,-19.3565,-43.1873,35810-000
Passa-Vinte,-22.1788,-44.26,37330-000
Patrocínio,-19.0131,-47.0679,38740-000
Paraguaçu,-21.5808,-45.743,37120-000
Paula Cândido,-20.8603,-42.9815,36544-000
Passa Quatro,-22.4087,-44.9599,37460-000
Patis,-16.058,-44.1114,39425-000
Peçanha,-18.5454,-42.4939,39700-000
Pavão,-17.4678,-41.0774,39814-000
Paulistas,-18.4339,-42.866,39765-000
Pequeri,-21.8162,-43.1401,36610-000
Pedras de Maria da Cruz,-15.6335,-44.3084,39492-000
Pedra do Anta,-20.598,-42.7125,36585-000
Pedralva,-22.2507,-45.4532,37520-000
Pedrinópolis,-19.1906,-47.5021,38178-000
Pedra Dourada,-20.8264,-42.1515,36847-000
Pedra Bonita,-20.4667,-42.3776,35364-000
Perdões,-21.0709,-45.0671,37260-000
Periquito,-19.047,-42.2161,35156-000
Pedra do Indaiá,-20.282,-45.2186,35565-000
Pedra Azul,-15.964,-41.2214,39970-000
Pedro Teixeira,-21.728,-43.7205,36148-000
Perdigão,-19.9213,-45.0807,35515-000
Pedro Leopoldo,-19.6447,-44.0394,33600-000
Pescador,-18.3212,-41.5516,35114-000
Pequi,-19.6104,-44.6336,35667-000
Perdizes,-19.3652,-47.1599,38170-000
Piau,-21.5021,-43.3147,36157-000
Piracema,-20.5192,-44.4175,35536-000
Pitangui,-19.5729,-44.8757,35650-000
Piedade de Ponte Nova,-20.2441,-42.7159,35382-000
Piumhi,-20.4326,-46.0608,37925-000
Pirajuba,-19.9407,-48.7031,38210-000
Piranguinho,-22.3488,-45.5946,37508-000
Piedade dos Gerais,-20.4808,-44.2531,35526-000
Piedade do Rio Grande,-21.5029,-44.1615,36227-000
Piedade de Caratinga,-19.759,-42.0394,35325-000
Pirapetinga,-21.668,-42.3652,36730-000
Pingo-d'Água,-19.7372,-42.4284,35348-000
Piraúba,-21.2647,-43.014,36170-000
Piranguçu,-22.5635,-45.5104,37511-000
Pimenta,-20.4851,-45.8334,35585-000
Pintópolis,-16.0112,-45.2193,39317-000
Pirapora,-17.4196,-44.8597,39270-000
Piranga,-20.6289,-43.2835,36480-000
Poço Fundo,-21.8207,-45.9883,37757-000
Planura,-20.0692,-48.6752,38220-000
Pocrane,-19.575,-41.5627,36960-000
Poços de Caldas,-21.7934,-46.5357,37700-000
Pompéu,-19.1495,-44.9149,35640-000
Pouso Alto,-22.1796,-44.9527,37468-000
Prata,-19.3735,-48.9436,38140-000
Porteirinha,-15.6869,-43.1404,39520-000
Pratinha,-19.747,-46.4288,38960-000
Prados,-21.1076,-44.0648,36320-000
Presidente Olegário,-18.1619,-46.4063,38750-000
Ponte Nova,-20.407,-42.9206,35430-000
Ponto Chique,-16.6377,-44.938,39328-000
Ponto dos Volantes,-16.8544,-41.4634,39615-000
Porto Firme,-20.6673,-43.0687,36576-000
Poté,-17.7928,-41.7652,39827-000
Presidente Juscelino,-18.7388,-44.0777,35797-000
Pouso Alegre,-22.2527,-45.9076,37550-000
Presidente Kubitschek,-18.6498,-43.5798,39135-000
Pratápolis,-20.7857,-46.8445,37970-000
Presidente Bernardes,-20.7733,-43.1621,36475-000
Alto Jequitibá,-20.437,-41.9511,36976-000
Queluzito,-20.7315,-43.8936,36424-000
Prudente de Morais,-19.4681,-44.1136,35715-000
Recreio,-21.5285,-42.4433,36740-000
Quartel Geral,-19.2872,-45.5843,35625-000
Raul Soares,-20.0142,-42.4089,35350-000
Raposos,-19.9762,-43.7902,34400-000
Reduto,-20.2287,-41.9427,36920-000
Resplendor,-19.2027,-41.1434,35230-000
Resende Costa,-20.8413,-44.2811,36340-000
Ressaquinha,-21.0946,-43.7844,36270-000
Riachinho,-16.2446,-45.8942,38640-000
Rio Doce,-20.2061,-42.8925,35442-000
Rio Acima,-20.117,-43.7654,34300-000
Rio do Prado,-16.6834,-40.56,39940-000
Ribeirão Vermelho,-21.1538,-45.0788,37264-000
Riacho dos Machados,-16.0661,-42.9755,39529-000
Rio Casca,-20.1289,-42.6608,35370-000
Rio Manso,-20.2492,-44.3403,35525-000
Rio Espera,-20.8536,-43.5205,36460-000
Ribeirão das Neves,-19.7715,-44.0696,33800-000
Rio Novo,-21.4724,-43.1507,36150-000
Rio Paranaíba,-19.1989,-46.2921,38810-000
Rio Vermelho,-18.2687,-43.0742,39170-000
Rio Piracicaba,-19.9749,-43.1611,35940-000
Rio Pardo de Minas,-15.73,-42.5732,39530-000
Rio Preto,-22.0448,-43.8697,36130-000
Rio Pomba,-21.2541,-43.1716,36180-000
Ritápolis,-20.9929,-44.3705,36335-000
Rubim,-16.4515,-40.493,39950-000
Santa Bárbara,-20.0236,-43.4449,35960-000
Romaria,-18.8934,-47.5813,38520-000
Salinas,-16.1185,-42.174,39560-000
Salto da Divisa,-16.0859,-40.0446,39925-000
Rosário da Limeira,-20.986,-42.5151,36878-000
Sacramento,-19.8804,-47.226,38190-000
Sabinópolis,-18.6489,-43.0655,39750-000
Sabará,-19.8539,-43.7833,34500-000
Rodeiro,-21.2125,-42.8409,36510-000
Rochedo de Minas,-21.6427,-43.0331,36604-000
Rubelita,-16.3421,-42.228,39565-000
Santa Bárbara do Leste,-19.9406,-42.1033,35328-000
Santa Efigênia de Minas,-18.8623,-42.4003,39725-000
Santa Maria de Itabira,-19.4359,-43.0684,35910-000
Santa Fé de Minas,-16.6812,-45.5973,39295-000
Santa Cruz de Salinas,-16.0618,-41.7992,39563-000
Santa Bárbara do Monte Verde,-21.9769,-43.6932,36132-000
Santa Helena de Minas,-16.9029,-40.6621,39874-000
Santa Bárbara do Tugúrio,-21.239,-43.5238,36215-000
Santa Cruz do Escalvado,-20.2334,-42.8211,35384-000
Santa Margarida,-20.4357,-42.2706,36910-000
Santa Juliana,-19.3557,-47.5371,38175-000
Santa Cruz de Minas,-21.12,-44.2137,36328-000
Santana do Deserto,-21.9453,-43.1745,36620-000
Santa Maria do Suaçuí,-18.2526,-42.3388,39780-000
Santa Maria do Salto,-16.3044,-40.111,39928-000
Santana de Pirapama,-18.9078,-43.927,35785-000
Santa Luzia,-19.7354,-43.8265,33000-000
Santana do Garambéu,-21.6467,-44.0694,36146-000
Santana da Vargem,-21.2676,-45.4897,37195-000
Santana de Cataguases,-21.2832,-42.5658,36795-000
Santana do Jacaré,-20.8887,-45.0791,37278-000
Santa Rita do Sapucaí,-22.2562,-45.6746,37540-000
Santana do Manhuaçu,-20.0556,-41.8977,36940-000
Santana dos Montes,-20.7986,-43.6458,36430-000
Santa Rita de Jacutinga,-22.109,-44.1032,36135-000
Santa Rita de Caldas,-22.0194,-46.2737,37775-000
Santa Rita do Itueto,-19.418,-41.4028,35225-000
Santana do Riacho,-19.1842,-43.6838,35845-000
Santana do Paraíso,-19.3801,-42.5407,35167-000
Santo Antônio do Amparo,-20.9166,-44.9551,37262-000
Santa Rita de Ibitipoca,-21.5615,-43.958,36235-000
Santa Rita de Minas,-19.8692,-42.127,35326-000
Santa Rosa da Serra,-19.5387,-45.98,38805-000
Santo Antônio do Aventureiro,-21.7442,-42.811,36670-000
Santa Vitória,-19.0919,-50.2991,38320-000
Santo Antônio do Itambé,-18.4917,-43.2628,39160-000
Santo Antônio do Retiro,-15.3014,-42.6442,39538-000
Santo Antônio do Grama,-20.3233,-42.6155,35388-000
Santo Antônio do Monte,-20.0799,-45.3059,35560-000
Santo Antônio do Jacinto,-16.5093,-40.28,39935-000
Santo Hipólito,-18.3838,-44.1773,39210-000
Santos Dumont,-21.4645,-43.5257,36240-000
São Brás do Suaçuí,-20.6219,-43.9692,35495-000
São Domingos das Dores,-19.5198,-42.034,35335-000
São Gotardo,-19.3744,-45.9511,38800-000
Santo Antônio do Rio Abaixo,-19.2505,-43.253,35880-000
São Gonçalo do Rio Abaixo,-19.8118,-43.3284,35935-000
São Félix de Minas,-18.5589,-41.4446,35275-000
São Francisco do Glória,-20.7853,-42.2849,36810-000
São Geraldo do Baixio,-18.918,-41.3625,35258-000
São Domingos do Prata,-19.8978,-42.8842,35995-000
São Gonçalo do Sapucaí,-21.9105,-45.6012,37490-000
São Geraldo da Piedade,-18.914,-42.3106,39723-000
São Gonçalo do Abaeté,-18.2331,-45.6132,38790-000
São Bento Abade,-21.5598,-45.0665,37414-000
São Gonçalo do Pará,-19.9729,-44.8402,35516-000
São Geraldo,-20.9083,-42.8283,36530-000
São Francisco,-15.8836,-44.8431,39300-000
São Francisco de Paula,-20.7187,-44.9923,35543-000
São Francisco de Sales,-19.7718,-49.8104,38260-000
São João Batista do Glória,-20.5312,-46.4458,37920-000
São João da Ponte,-15.9031,-43.8305,39430-000
São João do Manhuaçu,-20.3835,-42.1563,36918-000
São João da Mata,-21.9352,-45.933,37568-000
São João del Rei,-21.2503,-44.2448,36300-000
São João do Pacuí,-16.5339,-44.5406,39365-000
São João das Missões,-14.8866,-44.2126,39475-000
São João da Lagoa,-16.8787,-44.3421,39355-000
São Joaquim de Bicas,-20.0578,-44.2498,32920-000
São José da Lapa,-19.6902,-43.9911,33350-000
São João do Manteninha,-18.7395,-41.1575,35277-000
São João do Paraíso,-15.3765,-41.9569,39540-000
São José do Alegre,-22.3406,-45.5202,37510-000
São José da Barra,-20.7505,-46.2853,37945-000
São João do Oriente,-19.3485,-42.1741,35146-000
São José da Safira,-18.3306,-42.1039,39785-000
São José da Varginha,-19.6891,-44.5531,35694-000
São João Nepomuceno,-21.5862,-43.015,36680-000
São João Evangelista,-18.5085,-42.7822,39705-000
São José do Divino,-18.401,-41.3725,39848-000
São José do Goiabal,-19.9236,-42.6918,35986-000
São José do Jacuri,-18.2516,-42.674,39707-000
São Sebastião da Bela Vista,-22.1643,-45.7852,37567-000
São Romão,-16.3591,-45.4678,39290-000
São Pedro dos Ferros,-20.0652,-42.563,35360-000
São Lourenço,-22.1175,-45.0323,37470-000
São José do Mantimento,-20.0245,-41.7633,36990-000
São Pedro da União,-21.1129,-46.6476,37855-000
São Miguel do Anta,-20.7348,-42.6979,36590-000
São Sebastião do Maranhão,-18.0683,-42.5373,39795-000
São Sebastião da Vargem Alegre,-21.0288,-42.5988,36793-000
São Pedro do Suaçuí,-18.3545,-42.5957,39784-000
São Roque de Minas,-20.1674,-46.4729,37928-000
São Sebastião do Oeste,-20.2438,-45.0407,35506-000
São Sebastião do Paraíso,-20.9163,-47.0145,37950-000
São Sebastião do Anta,-19.5179,-41.9392,35334-000
São Sebastião do Rio Preto,-19.2992,-43.23,35815-000
São Tiago,-20.9361,-44.5596,36350-000
São Tomás de Aquino,-20.8032,-47.1308,37960-000
São Sebastião do Rio Verde,-22.2128,-45.0205,37467-000
Senhora de Oliveira,-20.8018,-43.3454,36470-000
São Vicente de Minas,-21.6702,-44.4665,37370-000
Senador Cortes,-21.7616,-42.9114,36650-000
Sem-Peixe,-20.0734,-42.8156,35441-000
Sardoá,-18.7735,-42.403,39728-000
São Thomé das Letras,-21.7394,-44.9681,37418-000
Senador Amaral,-22.5536,-46.2242,37615-000
Sarzedo,-20.0446,-44.1344,32450-000
Senador José Bento,-22.1584,-46.1428,37558-000
Sapucaí-Mirim,-22.7917,-45.8422,37690-000
Senhora dos Remédios,-21.0288,-43.5968,36275-000
Setubinha,-17.698,-42.2968,39688-000
Senhora do Porto,-18.9027,-43.0858,39745-000
Senador Firmino,-20.8968,-43.1103,36540-000
Sericita,-20.4954,-42.4599,35368-000
Senador Modestino Gonçalves,-17.9134,-43.2133,39190-000
Serra da Saudade,-19.3839,-45.8,35617-000
Serra dos Aimorés,-17.7502,-40.2711,39868-000
Serra Azul de Minas,-18.3822,-43.2025,39165-000
Seritinga,-21.9189,-44.463,37454-000
Serranos,-21.8239,-44.5424,37452-000
Taiobeiras,-15.838,-42.0904,39550-000
Silveirânia,-21.1445,-43.1983,36185-000
Tarumirim,-19.3004,-41.9198,35140-000
Simonésia,-20.0023,-41.9656,36930-000
Tabuleiro,-21.3578,-43.2483,36165-000
Silvianópolis,-22.053,-45.8158,37560-000
Sobrália,-19.2131,-42.1482,35145-000
Serra do Salitre,-19.1499,-46.6531,38760-000
Taquaraçu de Minas,-19.6335,-43.6916,33980-000
Serranópolis de Minas,-15.8998,-42.8513,39518-000
Teixeiras,-20.63,-42.8544,36580-000
Serro,-18.5204,-43.3808,39150-000
Sete Lagoas,-19.4363,-44.2795,35700-000
Soledade de Minas,-22.0222,-45.0427,37478-000
Taparuba,-19.7275,-41.6028,36953-000
Simão Pereira,-21.9663,-43.2903,36123-000
Serrania,-21.5551,-46.1071,37136-000
Tapira,-19.9337,-46.918,38185-000
Tapiraí,-19.8727,-46.1329,38980-000
Turmalina,-17.2535,-42.8304,39660-000
Uberaba,-19.5483,-47.9414,38000-000
Tiradentes,-21.1185,-44.1607,36325-000
Tocos do Moji,-22.3567,-46.1495,37563-000
Ubaí,-16.3834,-44.8552,39320-000
Três Corações,-21.7026,-45.2142,37410-000
Uberlândia,-19.0233,-48.3348,38400-000
Ubá,-21.1148,-42.9729,36500-000
Tocantins,-21.1812,-43.0256,36512-000
Três Pontas,-21.4052,-45.4944,37190-000
Tiros,-18.8573,-45.8405,38880-000
Três Marias,-18.2889,-45.0256,39205-000
Teófilo Otoni,-17.6791,-41.3374,39800-000
Tombos,-20.8805,-42.0682,36844-000
Toledo,-22.7057,-46.3904,37630-000
Tupaciguara,-18.5618,-48.714,38430-000
Tumiritinga,-19.024,-41.723,35125-000
Timóteo,-19.555,-42.5992,35180-000
Ubaporanga,-19.6619,-42.059,35338-000
Turvolândia,-21.8724,-45.8009,37496-000
Umburatiba,-17.2566,-40.6688,39878-000
Vargem Bonita,-20.4056,-46.3143,37922-000
Urucânia,-20.3224,-42.7197,35380-000
Vargem Alegre,-19.6009,-42.3233,35199-000
Vespasiano,-19.7282,-43.9515,33200-000
União de Minas,-19.3409,-50.3574,38288-000
Unaí,-16.5863,-46.7701,38610-000
Viçosa,-20.7353,-42.8953,36570-000
Várzea da Palma,-17.4602,-44.7404,39260-000
Urucuia,-16.0182,-45.6173,39315-000
Vargem Grande do Rio Pardo,-15.3418,-42.3011,39535-000
Varginha,-21.5658,-45.4118,37000-000
Uruana de Minas,-16.0749,-46.3383,38630-000
Verdelândia,-15.5468,-43.6801,39458-000
Veríssimo,-19.5918,-48.3589,38150-000
Veredinha,-17.5057,-42.7486,39663-000
Vazante,-17.7878,-46.7955,38780-000
Varzelândia,-15.6554,-43.9204,39450-000
Varjão de MInas,-18.4562,-45.8985,38794-000
Vermelho Novo,-20.0309,-42.2707,35359-000
Vieiras,-20.9089,-42.2801,36895-000
Abaetetuba,-1.7348,-48.9439,68440-000
Virgínia,-22.3552,-45.1158,37465-000
Wenceslau Braz,-22.5397,-45.4021,37512-000
Volta Grande,-21.753,-42.5736,36720-000
Afuá,-0.3768,-50.7668,68890-000
Abel Figueiredo,-4.9438,-48.4227,68527-000
Virgolândia,-18.4428,-42.3074,39715-000
Acará,-2.1036,-48.4799,68690-000
Virginópolis,-18.8151,-42.6694,39730-000
Virgem da Lapa,-16.7164,-42.3485,39630-000
Água Azul do Norte,-6.6313,-50.6215,68533-000
Visconde do Rio Branco,-20.9951,-42.8529,36520-000
Mathias Lobato,-18.6048,-41.9619,35110-000
Alenquer,-0.8542,-54.9451,68200-000
Almeirim,0.4762,-53.873,68230-000
Anajás,-0.8602,-50.0397,68810-000
Altamira,-5.8789,-53.6582,68370-000
Anapu,-3.8858,-51.338,68365-000
Ananindeua,-1.3461,-48.3829,67000-000
Aurora do Pará,-2.3032,-47.7562,68658-000
Augusto Corrêa,-0.9895,-46.4801,68610-000
Benevides,-1.3245,-48.2887,68795-000
Breves,-1.1684,-50.5597,68800-000
Cachoeira do Piriá,-1.9404,-46.4691,68617-000
Bagre,-2.4017,-50.1663,68475-000
Bragança,-0.9681,-46.7338,68600-000
Bannach,-7.4686,-50.659,68388-000
Barcarena,-1.5466,-48.6325,68445-000
Bonito,-1.4293,-47.3373,68645-000
Bujaru,-1.6532,-48.053,68670-000
Brasil Novo,-3.3881,-52.7477,68148-000
Aveiro,-3.9188,-55.9758,68150-000
Belterra,-3.0126,-54.9913,68143-000
Belém,-1.3434,-48.4182,66000-000
Cachoeira do Arari,-0.8461,-48.9312,68840-000
Brejo Grande do Araguaia,-5.7437,-48.4557,68521-000
Baião,-3.2528,-49.7545,68465-000
Bom Jesus do Tocantins,-4.9918,-48.8237,68525-000
Breu Branco,-3.7659,-49.2252,68488-000
Cametá,-2.2958,-49.4921,68400-000
Canaã dos Carajás,-6.4987,-50.0933,68537-000
Conceição do Araguaia,-8.1543,-49.6035,68540-000
Cumaru do Norte,-8.3914,-51.2408,68398-000
Capanema,-1.0997,-47.0815,68700-000
Capitão Poço,-1.9799,-47.2031,68650-000
Curuá,-1.7382,-55.1149,68210-000
Curuçá,-0.6979,-47.8676,68750-000
Castanhal,-1.2723,-47.8563,68740-000
Chaves,-0.0629,-49.6479,68880-000
Dom Eliseu,-4.0827,-47.8905,68633-000
Eldorado dos Carajás,-6.1059,-49.3033,68524-000
Concórdia do Pará,-1.8615,-47.9632,68685-000
Curionópolis,-6.1814,-49.6644,68523-000
Curralinho,-1.5824,-49.987,68815-000
Colares,-0.9089,-48.2534,68785-000
Garrafão do Norte,-2.2152,-47.1172,68665-000
Goianésia do Pará,-3.9492,-48.8735,68639-000
Floresta do Araguaia,-7.5794,-49.5286,68543-000
Faro,-1.1154,-57.7741,68280-000
Gurupá,-1.1655,-51.6274,68300-000
Jacundá,-4.5688,-49.2228,68590-000
Ipixuna do Pará,-2.9815,-48.1195,68637-000
Irituia,-1.7705,-47.4214,68655-000
Igarapé-Miri,-2.0771,-49.1477,68430-000
Inhangapi,-1.4628,-47.9497,68770-000
Mãe do Rio,-1.9833,-47.5157,68675-000
Juruti,-2.3306,-56.0274,68170-000
Jacareacanga,-7.3384,-57.1478,68195-000
Magalhães Barata,-0.8184,-47.6299,68722-000
Igarapé-Açu,-1.1416,-47.5137,68725-000
Itupiranga,-5.2329,-49.9495,68580-000
Itaituba,-4.2761,-55.9836,68180-000
Marituba,-1.374,-48.3142,67200-000
Limoeiro do Ajuru,-1.8965,-49.5101,68415-000
Maracanã,-0.7582,-47.4875,68710-000
Marabá,-5.621,-50.0641,68500-000
Melgaço,-1.6616,-51.0588,68490-000
Medicilândia,-3.1567,-53.1777,68145-000
Marapanim,-0.7642,-47.704,68760-000
Novo Repartimento,-4.7003,-50.5222,68473-000
Monte Alegre,-0.8447,-54.4533,68220-000
Óbidos,0.1324,-55.8239,68250-000
Nova Esperança do Piriá,-2.4536,-46.9738,68618-000
Nova Ipixuna,-4.9878,-49.1986,68585-000
Muaná,-1.2489,-49.3167,68825-000
Mocajuba,-2.5617,-49.4362,68420-000
Moju,-2.5871,-49.041,68450-000
Paragominas,-3.2263,-47.6814,68625-000
Parauapebas,-6.1856,-50.5547,68515-000
Oeiras do Pará,-2.2963,-49.8815,68470-000
Ourilândia do Norte,-7.5956,-51.432,68390-000
Ourém,-1.5416,-47.1656,68640-000
Nova Timboteua,-1.1206,-47.4209,68730-000
Novo Progresso,-7.754,-55.5134,68193-000
Pacajá,-3.7017,-50.7784,68485-000
Pau d'Arco,-7.7391,-50.1464,68545-000
Palestina do Pará,-5.9752,-48.3854,68535-000
Oriximiná,0.566,-56.8474,68270-000
Peixe-Boi,-1.1017,-47.2726,68734-000
Piçarra,-6.4734,-48.9504,68575-000
Ponta de Pedras,-1.053,-49.1549,68830-000
Portel,-2.6589,-50.8535,68480-000
Prainha,-2.2015,-53.4933,68130-000
Porto de Moz,-2.1349,-52.5962,68330-000
Placas,-3.9772,-54.5242,68138-000
Redenção,-8.0601,-50.1812,68550-000
Quatipuru,-0.8255,-47.0104,68709-000
Primavera,-0.9495,-47.1104,68707-000
Rondon do Pará,-4.4398,-48.5923,68638-000
Rio Maria,-7.4097,-49.8289,68530-000
Salinópolis,-0.6711,-47.349,68721-000
Salvaterra,-0.7885,-48.6195,68860-000
Rurópolis,-4.1879,-55.1841,68165-000
Santa Bárbara do Pará,-1.1983,-48.2509,68798-000
Santa Cruz do Arari,-0.596,-49.2929,68850-000
Santa Luzia do Pará,-1.7141,-46.9531,68644-000
Santa Maria das Barreiras,-8.6367,-50.2658,68565-000
Santa Isabel do Pará,-1.3798,-48.1222,68790-000
Santa Maria do Pará,-1.3358,-47.5073,68738-000
Santana do Araguaia,-9.1387,-50.673,68560-000
Santarém,-3.0551,-54.864,68000-000
São Francisco do Pará,-1.1464,-47.7571,68748-000
Terra Alta,-0.9931,-47.8445,68773-000
Santo Antônio do Tauá,-1.1031,-48.1947,68786-000
São Miguel do Guamá,-1.5973,-47.5346,68660-000
São Sebastião da Boa Vista,-1.4787,-49.6263,68820-000
Soure,-0.4862,-48.6122,68870-000
Santarém Novo,-0.8878,-47.363,68720-000
Senador José Porfírio,-4.0007,-51.7843,68360-000
São João da Ponta,-0.8536,-47.978,68774-000
São Félix do Xingu,-7.2134,-52.1934,68380-000
São Geraldo do Araguaia,-6.2136,-48.7172,68570-000
São Caetano de Odivelas,-0.7982,-48.049,68775-000
São Domingos do Araguaia,-5.7193,-48.7276,68520-000
São João do Araguaia,-5.443,-48.7493,68518-000
Sapucaia,-6.8479,-49.5006,68548-000
São João de Pirabas,-0.7419,-47.1744,68719-000
São Domingos do Capim,-1.8716,-47.7784,68635-000
Tailândia,-2.8723,-48.7575,68695-000
Terra Santa,-1.8965,-56.4825,68285-000
